Respondent_ID,Age,Annual_Income,Satisfaction_Score,Work_Hours_Per_Week,Spending_Score,Gender,Education_Level,Employment_Status
2136,29,56511,4.28,33,10.92,Non-binary,Bachelor's Degree,Self-employed
2137,36,49357,2.51,35,12.54,Non-binary,High School,Employed
2138,50,51114,2.41,22,42.58,Female,Doctorate,Retired
2139,22,36326,2.36,31,87.18,Non-binary,Master's Degree,Retired
2140,20,64850,4.69,27,64.33,Male,Master's Degree,Self-employed
2141,36,32658,1.2,37,97.26,Prefer not to say,Associate Degree,Employed
2142,35,33368,2.78,46,3.99,Non-binary,Doctorate,Employed
2143,36,55510,2.06,45,72.2,Non-binary,Associate Degree,Unemployed
2144,37,74042,4.58,52,31.42,Non-binary,High School,Student
2145,32,44711,1.38,50,2.33,Female,Master's Degree,Self-employed
2146,49,60514,2.65,34,82.59,Female,Master's Degree,Employed
2147,18,66100,2.63,40,16.27,Non-binary,Bachelor's Degree,Self-employed
2148,26,62220,4.55,39,21.41,Female,High School,Unemployed
2149,33,45331,1.86,18,34.05,Prefer not to say,Doctorate,Self-employed
2150,18,33634,3.58,27,78.84,Male,Bachelor's Degree,Retired
2151,33,20000,1.54,38,62.46,Prefer not to say,Master's Degree,Employed
2152,51,46057,4.82,38,26.49,Prefer not to say,Doctorate,Unemployed
2153,35,67671,3.37,45,16.85,Male,Associate Degree,Retired
2154,37,33137,3.51,44,10.95,Male,High School,Student
2155,22,60503,2.74,22,14.98,Prefer not to say,Associate Degree,Student
2156,28,35747,2.37,45,86.81,Male,Master's Degree,Self-employed
2157,31,51591,1.85,41,92.27,Prefer not to say,Bachelor's Degree,Employed
2158,31,60616,3.42,46,96.8,Non-binary,Associate Degree,Student
2159,47,40107,4.82,50,83.47,Female,Master's Degree,Unemployed
2160,40,52557,2.44,38,88.74,Male,Associate Degree,Employed
2161,23,43773,4.53,52,81.61,Non-binary,High School,Unemployed
2162,37,60577,1.6,31,95.81,Male,Associate Degree,Unemployed
2163,39,53529,4.74,30,84.57,Female,High School,Unemployed
2164,46,50847,2.4,44,46.2,Female,High School,Student
2165,50,73375,2.52,36,32.33,Female,Doctorate,Self-employed
2166,24,59934,2.85,42,58.42,Male,Bachelor's Degree,Student
2167,26,39644,3.87,59,60.82,Prefer not to say,Associate Degree,Student
2168,22,48712,3.88,43,57.49,Male,Master's Degree,Self-employed
2169,32,48861,2.92,42,70.67,Male,Doctorate,Retired
2170,39,51204,3.09,31,69.9,Non-binary,Bachelor's Degree,Unemployed
2171,44,87867,1.12,23,8.72,Non-binary,Doctorate,Retired
2172,34,55562,2.22,39,28.55,Prefer not to say,Associate Degree,Unemployed
2173,31,20000,2.38,50,88.99,Female,Associate Degree,Retired
2174,36,41858,3.23,36,59,Female,Associate Degree,Unemployed
2175,26,21014,3.23,44,32.85,Male,Bachelor's Degree,Self-employed
2176,55,45053,3.84,54,85.05,Female,Doctorate,Self-employed
2177,18,20190,3.87,54,24.9,Prefer not to say,Master's Degree,Self-employed
2178,36,36926,1.94,44,40.92,Female,Doctorate,Employed
2179,55,27189,4.08,41,27.63,Non-binary,Bachelor's Degree,Unemployed
2180,35,55762,1.08,24,87.13,Female,High School,Self-employed
2181,33,50008,3.86,33,72.83,Male,High School,Retired
2182,31,54544,1.41,37,46.02,Non-binary,High School,Employed
2183,33,48431,3.92,31,93.23,Prefer not to say,Master's Degree,Employed
2184,48,29085,3.11,42,92.74,Male,Bachelor's Degree,Self-employed
2185,18,57702,2.75,59,71.15,Male,Bachelor's Degree,Student
2186,50,78833,3.76,55,89.2,Non-binary,High School,Self-employed
2187,20,56138,1.15,42,71.94,Male,Bachelor's Degree,Student
2188,32,43611,1.89,47,62.82,Female,Bachelor's Degree,Self-employed
2189,30,28578,3.47,32,42.08,Female,Associate Degree,Unemployed
2190,40,36378,4.39,54,27.35,Non-binary,Master's Degree,Retired
2191,19,56795,2.52,24,6.03,Female,Bachelor's Degree,Student
2192,39,66096,2.04,49,80.09,Male,High School,Student
2193,55,53912,3.07,44,12.22,Non-binary,Doctorate,Employed
2194,21,61998,3.49,32,41.03,Non-binary,Doctorate,Student
2195,36,60615,2.68,37,23.46,Prefer not to say,Master's Degree,Unemployed
2196,28,57598,4.51,28,45.46,Male,Bachelor's Degree,Retired
2197,39,40122,3.09,29,31.5,Male,Associate Degree,Student
2198,35,52608,1.14,24,82.97,Prefer not to say,Bachelor's Degree,Employed
2199,28,37274,1.89,47,97.82,Prefer not to say,High School,Retired
2200,39,50261,2.8,52,94.16,Male,Bachelor's Degree,Student
2201,53,54962,3.79,18,62.24,Prefer not to say,Doctorate,Unemployed
2202,33,75181,1.88,58,97.93,Non-binary,Doctorate,Unemployed
2203,42,30354,4.91,39,40.07,Non-binary,Master's Degree,Retired
2204,22,57222,2.27,42,52.25,Male,High School,Employed
2205,25,72218,3.13,25,25.68,Non-binary,Master's Degree,Unemployed
2206,39,61382,1.08,53,89.8,Male,Bachelor's Degree,Self-employed
2207,49,62494,4.54,42,17.97,Prefer not to say,Associate Degree,Self-employed
2208,38,58815,4.16,51,61.05,Female,Master's Degree,Student
2209,31,69475,1.78,52,79.95,Non-binary,Doctorate,Unemployed
2210,34,33687,4.73,53,59.54,Non-binary,High School,Self-employed
2211,22,29211,2.26,33,7.88,Prefer not to say,Bachelor's Degree,Student
2212,41,49904,3.77,37,61.14,Non-binary,High School,Student
2213,43,20000,4.28,33,76.71,Male,High School,Student
2214,30,68459,3.96,48,18.78,Non-binary,High School,Employed
2215,30,68310,4.67,43,73.7,Prefer not to say,Doctorate,Student
2216,37,43499,4.46,50,87.86,Male,Associate Degree,Employed
2217,30,44438,4.98,51,98.65,Non-binary,Master's Degree,Self-employed
2218,34,48914,1.73,22,41.01,Non-binary,Doctorate,Student
2219,55,50780,2.22,53,2.52,Non-binary,Associate Degree,Self-employed
2220,32,51907,3.54,49,41.91,Non-binary,Bachelor's Degree,Unemployed
2221,31,58373,3.93,36,66.02,Female,Master's Degree,Employed
2222,28,47410,3.14,43,89.14,Female,Associate Degree,Self-employed
2223,42,64147,1.3,38,93.81,Prefer not to say,Bachelor's Degree,Student
2224,33,56689,4.37,46,90.96,Female,Master's Degree,Self-employed
2225,28,40895,4.84,36,65.8,Prefer not to say,Bachelor's Degree,Student
2226,48,70026,2.62,44,68.25,Male,Doctorate,Retired
2227,49,29626,1.9,40,0.24,Female,Bachelor's Degree,Employed
2228,28,48617,1.08,35,36.37,Male,High School,Unemployed
2229,18,64503,1.95,41,90.69,Female,Doctorate,Self-employed
2230,45,39153,3.8,67,68.96,Prefer not to say,Bachelor's Degree,Self-employed
2231,28,54643,4.65,33,46.79,Male,Doctorate,Retired
2232,42,58150,1.37,37,10.43,Non-binary,Master's Degree,Student
2233,18,37092,3.21,33,24.63,Non-binary,High School,Unemployed
2234,43,48912,3.78,34,55.49,Female,High School,Student
2235,22,47652,2.11,48,89.75,Male,Bachelor's Degree,Student
2236,42,41723,3.28,47,9.58,Prefer not to say,Master's Degree,Self-employed
2237,35,84525,3.86,39,15.38,Prefer not to say,Doctorate,Self-employed
2238,25,38553,4.35,50,65.5,Non-binary,Bachelor's Degree,Self-employed
2239,30,65073,2.81,47,29.41,Non-binary,Associate Degree,Employed
2240,41,44107,3.99,38,16.97,Female,Bachelor's Degree,Employed
2241,36,33700,2.21,24,17.84,Prefer not to say,Associate Degree,Self-employed
2242,40,51542,1.85,48,49.26,Male,High School,Student
2243,54,59736,1.75,41,58.37,Non-binary,Bachelor's Degree,Unemployed
2244,19,63807,2.44,40,90.43,Male,Bachelor's Degree,Unemployed
2245,51,73433,1.14,35,52.98,Prefer not to say,High School,Student
2246,36,94178,2.13,47,69.13,Male,Doctorate,Retired
2247,26,53757,3.61,43,18.07,Prefer not to say,Bachelor's Degree,Student
2248,21,40053,3.59,37,71.35,Prefer not to say,Master's Degree,Unemployed
2249,33,56793,1.29,27,64.87,Male,High School,Retired
2250,44,46006,2.15,50,21.62,Male,Doctorate,Retired
2251,33,63889,3.28,46,66.94,Male,High School,Unemployed
2252,50,30542,2.27,42,21.15,Prefer not to say,High School,Retired
2253,20,85525,2.67,13,59.36,Female,Doctorate,Employed
2254,34,62840,3.85,39,66.88,Prefer not to say,Doctorate,Self-employed
2255,22,24739,1.04,37,69.34,Prefer not to say,Doctorate,Retired
2256,38,39364,2.11,33,90.93,Female,Master's Degree,Retired
2257,43,62241,1.57,47,94.78,Non-binary,Associate Degree,Employed
2258,30,67645,1.51,47,81.02,Male,High School,Employed
2259,18,30916,4.84,44,87.87,Male,Bachelor's Degree,Student
2260,36,60695,2.51,50,1.93,Non-binary,Associate Degree,Unemployed
2261,39,20789,3.11,29,36.27,Male,Bachelor's Degree,Student
2262,39,48659,3.94,35,3.97,Prefer not to say,Bachelor's Degree,Unemployed
2263,47,66680,1.19,40,22.48,Non-binary,Bachelor's Degree,Employed
2264,24,41727,1.96,33,38.17,Female,Master's Degree,Self-employed
2265,41,27396,4.33,47,86.76,Prefer not to say,Master's Degree,Unemployed
2266,46,52193,4.45,34,51.18,Prefer not to say,Associate Degree,Unemployed
2267,18,40929,2.49,52,64.89,Prefer not to say,Doctorate,Employed
2268,38,59443,2.5,30,36.28,Prefer not to say,Master's Degree,Retired
2269,29,36720,4.03,61,60.29,Male,High School,Student
2270,34,38410,2.18,60,81.55,Prefer not to say,Associate Degree,Self-employed
2271,38,20000,1.47,39,30.12,Male,High School,Unemployed
2272,30,52549,2.03,51,93.23,Male,Bachelor's Degree,Retired
2273,28,47586,2.55,35,21.33,Male,High School,Employed
2274,35,32174,1.21,50,91.93,Male,Master's Degree,Unemployed
2275,24,52906,2.91,38,2.83,Female,High School,Retired
2276,24,65406,3.96,27,54.28,Male,Bachelor's Degree,Student
2277,41,46766,3.05,10,98.52,Male,Bachelor's Degree,Employed
2278,23,54022,1.29,37,60.98,Non-binary,Master's Degree,Retired
2279,41,54099,2.76,42,55.49,Female,Associate Degree,Retired
2280,39,31935,3.84,53,68.25,Prefer not to say,Doctorate,Unemployed
2281,18,80848,1.23,40,28.93,Male,Associate Degree,Student
2282,28,42937,1.24,50,5.39,Male,Doctorate,Employed
2283,46,59841,2.48,35,25.11,Female,Master's Degree,Employed
2284,25,61538,1.78,36,17.62,Non-binary,Master's Degree,Student
2285,30,47906,4.74,50,92.36,Prefer not to say,Master's Degree,Self-employed
2286,39,59101,3.33,15,85.23,Prefer not to say,Bachelor's Degree,Unemployed
2287,42,53687,2.15,40,31.77,Female,Associate Degree,Retired
2288,32,28735,3.82,36,83.61,Female,Doctorate,Unemployed
2289,29,45015,2.5,53,21.18,Non-binary,Associate Degree,Student
2290,49,40811,1.53,34,19.96,Female,Doctorate,Retired
2291,52,43073,1.95,45,76.75,Non-binary,High School,Self-employed
2292,44,30439,3.57,49,32.69,Non-binary,Associate Degree,Student
2293,35,66896,1.21,25,6.48,Male,High School,Unemployed
2294,26,74029,2.09,38,72,Prefer not to say,Master's Degree,Retired
2295,26,64670,1.83,35,98.96,Prefer not to say,Bachelor's Degree,Employed
2296,40,69057,1.8,49,56.6,Male,Bachelor's Degree,Retired
2297,39,44830,3.73,46,26.37,Prefer not to say,Associate Degree,Retired
2298,49,40456,4.3,37,37.29,Female,High School,Student
2299,41,38321,3.86,29,64.86,Male,High School,Self-employed
2300,19,59660,3.58,50,70.14,Non-binary,Doctorate,Retired
2301,45,53405,4.67,39,88.63,Non-binary,Associate Degree,Retired
2302,25,48841,1.23,23,90.88,Female,Associate Degree,Self-employed
2303,31,69427,1.67,24,86.13,Prefer not to say,High School,Self-employed
2304,37,56074,2.66,44,64.85,Female,High School,Retired
2305,54,37420,2.49,27,44.99,Male,Bachelor's Degree,Employed
2306,66,39786,2.67,58,67.93,Female,Associate Degree,Employed
2307,41,60229,1.83,30,66.66,Female,Bachelor's Degree,Employed
2308,33,65625,1.6,39,21.8,Female,Master's Degree,Student
2309,40,58275,3.04,41,50.76,Non-binary,Master's Degree,Student
2310,43,78453,4.71,32,20.82,Male,High School,Employed
2311,31,74525,2.57,17,89.91,Prefer not to say,Doctorate,Employed
2312,52,56615,1.17,41,32.32,Non-binary,High School,Employed
2313,37,37421,3.82,32,80.54,Non-binary,Associate Degree,Self-employed
2314,39,30350,2.16,41,37.72,Female,High School,Unemployed
2315,41,44189,1.98,38,76.37,Non-binary,Bachelor's Degree,Student
2316,39,61298,2.3,42,22.09,Male,High School,Student
2317,43,77399,3.9,55,76.37,Male,Bachelor's Degree,Student
2318,28,56261,4.28,34,17.95,Prefer not to say,Master's Degree,Unemployed
2319,29,67530,3.35,35,49.08,Male,Bachelor's Degree,Retired
2320,23,46320,2.29,23,11.36,Non-binary,Associate Degree,Student
2321,39,59341,2.24,38,52.79,Prefer not to say,High School,Retired
2322,42,62350,1.5,44,82.07,Non-binary,Associate Degree,Self-employed
2323,39,20306,4.73,35,75.55,Non-binary,Bachelor's Degree,Employed
2324,51,43798,3.55,44,5.07,Male,Bachelor's Degree,Employed
2325,34,64245,1.11,38,49.22,Male,Bachelor's Degree,Self-employed
2326,41,54117,3.65,26,85.22,Prefer not to say,Bachelor's Degree,Employed
2327,24,32052,2.79,43,65.01,Male,Bachelor's Degree,Self-employed
2328,31,20000,4.89,37,5.92,Non-binary,High School,Employed
2329,41,44513,4.28,41,32.56,Prefer not to say,Doctorate,Self-employed
2330,43,48926,1.69,34,55.66,Prefer not to say,Associate Degree,Self-employed
2331,32,36741,3.88,33,17.27,Prefer not to say,Master's Degree,Employed
2332,34,52146,2.94,41,68.19,Male,Master's Degree,Retired
2333,19,57595,1.75,37,63.48,Prefer not to say,Associate Degree,Student
2334,31,60060,3.79,57,20.24,Male,High School,Student
2335,43,20000,3.19,47,55.04,Female,Associate Degree,Unemployed
2336,40,30285,1.12,45,81.17,Prefer not to say,Bachelor's Degree,Unemployed
2337,40,45430,3.59,38,37.48,Non-binary,Doctorate,Employed
2338,35,58582,3.54,19,24.7,Non-binary,Associate Degree,Student
2339,35,57338,1.58,31,70.12,Prefer not to say,High School,Unemployed
2340,28,57078,2.4,33,7.08,Male,Bachelor's Degree,Student
2341,41,44248,3.34,37,83.27,Female,Associate Degree,Self-employed
2342,39,45085,1.56,39,94.35,Female,Associate Degree,Retired
2343,39,39075,4.41,46,96.48,Male,Bachelor's Degree,Self-employed
2344,29,61522,1.11,42,43.25,Prefer not to say,High School,Unemployed
2345,18,36192,1.41,51,62.32,Female,Doctorate,Unemployed
2346,45,62750,1.46,36,85.74,Male,Doctorate,Employed
2347,30,53117,3.11,42,22.34,Non-binary,Bachelor's Degree,Retired
2348,26,49324,3.48,43,2.77,Prefer not to say,Master's Degree,Retired
2349,41,40149,2.61,42,38.46,Female,High School,Student
2350,31,29666,2.15,52,88.44,Prefer not to say,Master's Degree,Employed
2351,45,40285,4.24,48,50.51,Prefer not to say,Master's Degree,Retired
2352,41,45049,1.27,26,53.02,Prefer not to say,Master's Degree,Unemployed
2353,41,20000,2.12,38,69.15,Prefer not to say,High School,Self-employed
2354,21,47039,1.16,39,57.45,Female,Master's Degree,Self-employed
2355,47,63865,1.06,61,5.45,Female,Bachelor's Degree,Retired
2356,37,58508,2.41,36,56.09,Male,Associate Degree,Self-employed
2357,31,42556,1.78,30,64.8,Non-binary,Bachelor's Degree,Unemployed
2358,36,50704,2.07,44,64.16,Female,Associate Degree,Student
2359,18,41657,4.28,44,72.83,Non-binary,Doctorate,Unemployed
2360,39,52231,1.65,39,51.99,Non-binary,Master's Degree,Retired
2361,24,73101,4.12,37,90.01,Female,Doctorate,Unemployed
2362,21,64527,3.7,49,46.43,Non-binary,Doctorate,Unemployed
2363,19,57811,2.31,31,51.82,Male,High School,Self-employed
2364,46,42606,3.19,36,78.03,Male,Master's Degree,Student
2365,28,61249,2.78,34,83.32,Male,Doctorate,Employed
2366,50,24696,1.51,50,64.84,Non-binary,Associate Degree,Retired
2367,29,46214,4.63,42,12.64,Prefer not to say,Associate Degree,Retired
2368,18,58755,3.28,29,33.2,Prefer not to say,High School,Unemployed
2369,23,61106,4.52,30,2.02,Male,Doctorate,Self-employed
2370,47,60048,4.3,58,29.54,Female,Doctorate,Self-employed
2371,33,54422,1.32,50,57.02,Non-binary,Doctorate,Retired
2372,29,47064,1.83,48,80.52,Male,High School,Employed
2373,36,58069,1.58,40,58.56,Prefer not to say,Master's Degree,Employed
2374,40,35707,4.32,55,3.99,Male,Doctorate,Student
2375,46,37329,4.45,28,25.91,Male,Doctorate,Unemployed
2376,49,50926,3.11,47,57.81,Male,Bachelor's Degree,Retired
2377,31,52597,1.42,35,70.9,Prefer not to say,Associate Degree,Employed
2378,21,22615,1.54,37,86.65,Prefer not to say,Master's Degree,Employed
2379,30,56827,4.25,47,96.76,Female,Master's Degree,Self-employed
2380,37,61590,4.72,38,89.18,Prefer not to say,Master's Degree,Student
2381,25,48840,1.8,35,46.73,Male,Doctorate,Retired
2382,25,85616,1.04,35,74.69,Prefer not to say,Bachelor's Degree,Student
2383,38,39755,2.32,20,24.05,Female,Master's Degree,Employed
2384,34,44583,1.12,47,6.38,Non-binary,High School,Student
2385,35,44073,4.31,29,5.51,Female,High School,Employed
2386,27,48857,2.97,58,24.13,Male,Associate Degree,Self-employed
2387,32,45069,3.57,37,3.75,Male,Bachelor's Degree,Unemployed
2388,25,28897,2.65,53,85.03,Non-binary,Master's Degree,Retired
2389,43,41801,2.38,21,48.99,Female,Bachelor's Degree,Unemployed
2390,45,48535,1.89,47,81.09,Male,High School,Student
2391,18,68428,4.08,49,93.99,Female,Master's Degree,Employed
2392,25,83033,3.78,53,99.39,Prefer not to say,Doctorate,Unemployed
2393,20,70032,2.44,24,93.72,Prefer not to say,High School,Self-employed
2394,28,38369,2.28,32,71.66,Male,Associate Degree,Student
2395,34,39562,1,45,44.2,Non-binary,Master's Degree,Student
2396,20,47610,1.25,41,59.8,Prefer not to say,Associate Degree,Unemployed
2397,25,76768,3.49,42,81.65,Female,Bachelor's Degree,Student
2398,24,47518,3.06,36,89.76,Male,Associate Degree,Retired
2399,37,30087,2.74,55,95.65,Non-binary,Associate Degree,Unemployed
2400,35,42482,4.31,66,73.06,Male,Doctorate,Unemployed
2401,27,61355,3.02,41,54,Male,Associate Degree,Self-employed
2402,36,60349,2.54,44,96.84,Non-binary,Doctorate,Student
2403,29,46996,1.65,40,95.86,Female,Associate Degree,Self-employed
2404,32,60251,4.28,52,47.76,Prefer not to say,Doctorate,Student
2405,51,20000,3.3,48,64.87,Female,High School,Unemployed
2406,48,51557,1.37,29,80.93,Non-binary,Doctorate,Student
2407,22,62910,3.6,33,43.31,Non-binary,High School,Self-employed
2408,43,37507,2.7,29,82.94,Prefer not to say,High School,Unemployed
2409,43,37454,4.25,66,11.15,Prefer not to say,Master's Degree,Student
2410,23,22003,4.68,46,48.12,Non-binary,High School,Self-employed
2411,43,73848,3.4,34,48.26,Non-binary,Master's Degree,Student
2412,50,39197,3.93,33,68.47,Prefer not to say,Doctorate,Self-employed
2413,23,53615,1.23,48,11.64,Prefer not to say,Bachelor's Degree,Retired
2414,25,59058,3.24,49,10.32,Female,Master's Degree,Self-employed
2415,45,72681,4.02,47,90.06,Non-binary,Bachelor's Degree,Employed
2416,37,47691,2.99,35,30.37,Non-binary,Doctorate,Student
2417,40,41908,3.37,43,32.69,Female,Master's Degree,Employed
2418,38,52596,4.6,41,77.69,Male,Doctorate,Retired
2419,38,69261,1.79,30,41.49,Prefer not to say,Bachelor's Degree,Self-employed
2420,21,47447,1.39,30,83.29,Prefer not to say,Doctorate,Unemployed
2421,45,35676,3.76,44,40.15,Male,Bachelor's Degree,Unemployed
2422,46,26888,4.29,41,76.06,Female,High School,Self-employed
2423,32,31680,4.4,45,52.53,Female,Bachelor's Degree,Retired
2424,34,62965,3.57,47,93.58,Female,Bachelor's Degree,Self-employed
2425,19,45190,4.33,54,32.74,Female,High School,Unemployed
2426,40,40887,3.8,32,36.27,Non-binary,Master's Degree,Unemployed
2427,40,39260,1.35,46,97,Non-binary,Associate Degree,Unemployed
2428,34,51275,4.05,47,73.75,Female,Master's Degree,Self-employed
2429,46,46408,1.72,36,77.26,Prefer not to say,Associate Degree,Retired
2430,31,45903,1.95,41,29.6,Male,High School,Retired
2431,40,70239,2.58,37,53.2,Male,Master's Degree,Retired
2432,24,73070,2.26,61,31.35,Prefer not to say,Doctorate,Unemployed
2433,34,25849,2.29,41,25.99,Female,Doctorate,Student
2434,33,54913,1.68,44,53.52,Female,Master's Degree,Self-employed
2435,37,38347,2.18,37,98.78,Male,Doctorate,Unemployed
2436,31,46276,1.08,35,21.46,Male,High School,Retired
2437,33,54639,2.89,26,24.25,Non-binary,Doctorate,Self-employed
2438,43,46809,4.07,50,24.31,Male,Doctorate,Retired
2439,30,53456,4.45,47,79.17,Male,Associate Degree,Employed
2440,18,60094,4.28,36,51.05,Male,Associate Degree,Unemployed
2441,52,54418,2.67,30,38.48,Male,Bachelor's Degree,Retired
2442,48,40297,3.92,41,84.38,Non-binary,High School,Employed
2443,22,40562,2.15,35,29.75,Non-binary,Doctorate,Retired
2444,41,28404,1.22,37,39.22,Non-binary,High School,Unemployed
2445,29,37191,3.7,27,7.36,Prefer not to say,High School,Student
2446,37,79431,3.6,42,11.89,Male,Associate Degree,Retired
